2011-04-05,2130.429932
2011-04-06,2126.709961
2011-04-07,2122.139893
2011-04-08,2127.969971
2011-04-11,2122.389893
2011-04-12,2089.399902
2011-04-13,2121.919922
2011-04-14,2141.060059
2011-04-15,2140.5
2011-04-18,2137.719971
2011-04-19,2122.679932
2011-04-20,2169.909912
2011-04-21,2198.540039
2011-04-22,2197.820068
2011-04-25,2216
2011-04-26,2206.300049
2011-04-27,2206.699951
2011-04-28,2208.350098
2011-04-29,2192.360107
2011-05-02,2228.959961
2011-05-03,2200.72998
2011-05-04,2180.639893
2011-05-06,2147.449951
2011-05-09,2139.169922
2011-05-11,2166.629883
2011-05-12,2122.649902
2011-05-13,2120.080078
2011-05-16,2104.179932
2011-05-17,2102.409912
2011-05-18,2135.780029
2011-05-19,2095.51001
2011-05-20,2111.5
2011-05-23,2055.709961
2011-05-24,2061.76001
2011-05-25,2035.869995
2011-05-26,2091.909912
2011-05-27,2100.23999
2011-05-30,2093.790039
2011-05-31,2142.469971
2011-06-01,2141.340088
2011-06-02,2114.199951
2011-06-03,2113.469971
2011-06-07,2099.709961
2011-06-08,2083.350098
2011-06-09,2071.419922
2011-06-10,2046.670044
2011-06-13,2048.73999
2011-06-14,2076.830078
2011-06-15,2086.530029
2011-06-16,2046.630005
2011-06-17,2031.930054
2011-06-20,2019.650024
2011-06-21,2048.169922
2011-06-22,2063.899902
2011-06-23,2055.860107
2011-06-24,2090.810059
2011-06-27,2070.290039
2011-06-28,2062.909912
2011-06-29,2094.419922
2011-06-30,2100.689941
2011-07-01,2125.73999
2011-07-04,2145.300049
2011-07-05,2161.75
2011-07-06,2171.189941
2011-07-07,2180.590088
2011-07-08,2180.350098
2011-07-11,2157.159912
2011-07-12,2109.72998
2011-07-13,2129.639893
2011-07-14,2130.070068
2011-07-15,2145.199951
2011-07-18,2130.47998
2011-07-19,2130.209961
2011-07-20,2154.949951
2011-07-21,2145.040039
2011-07-22,2171.22998
2011-07-25,2150.47998
2011-07-26,2168.699951
2011-07-27,2174.310059
2011-07-28,2155.850098
2011-07-29,2133.209961
2011-08-01,2172.310059
2011-08-02,2121.27002
2011-08-03,2066.26001
2011-08-04,2018.469971
2011-08-05,1943.75
2011-08-08,1869.449951
2011-08-09,1801.349976
2011-08-10,1806.23999
2011-08-11,1817.439941
2011-08-12,1793.310059
2011-08-16,1879.869995
2011-08-17,1892.670044
2011-08-18,1860.579956
2011-08-19,1744.880005
2011-08-22,1710.699951
2011-08-23,1776.680054
2011-08-24,1754.780029
2011-08-25,1764.579956
2011-08-26,1778.949951
2011-08-29,1829.5
2011-08-30,1843.819946
2011-08-31,1880.109985
2011-09-01,1880.699951
2011-09-02,1867.75
2011-09-05,1785.829956
2011-09-06,1766.709961
2011-09-07,1833.459961
2011-09-08,1846.640015
2011-09-09,1812.930054
2011-09-14,1749.160034
2011-09-15,1774.079956
2011-09-16,1840.099976
2011-09-19,1820.939941
2011-09-20,1837.969971
2011-09-21,1854.280029
2011-09-22,1800.550049
2011-09-23,1697.439941
2011-09-26,1652.709961
2011-09-27,1735.709961
2011-09-28,1723.089966
2011-09-29,1769.290039
2011-09-30,1769.650024
2011-10-03,1706.189941
2011-10-04,1706.189941
2011-10-05,1666.52002
2011-10-06,1710.319946
2011-10-07,1759.77002
2011-10-11,1795.02002
2011-10-12,1809.5
2011-10-13,1823.099976
2011-10-14,1835.400024
2011-10-17,1865.180054
2011-10-18,1838.900024
2011-10-19,1855.920044
2011-10-20,1805.089966
2011-10-21,1838.380005
2011-10-24,1898.319946
2011-10-25,1888.650024
2011-10-26,1894.310059
2011-10-27,1922.040039
2011-10-28,1929.47998
2011-10-31,1909.030029
2011-11-01,1909.630005
2011-11-02,1898.01001
2011-11-03,1869.959961
2011-11-04,1928.410034
2011-11-07,1919.099976
2011-11-08,1903.140015
2011-11-09,1907.530029
2011-11-10,1813.25
2011-11-11,1863.449951
2011-11-14,1902.810059
2011-11-15,1886.119995
2011-11-16,1856.069946
2011-11-17,1876.670044
2011-11-18,1839.170044
2011-11-21,1820.030029
2011-11-22,1826.280029
2011-11-23,1783.099976
2011-11-24,1795.060059
2011-11-25,1776.400024
2011-11-28,1815.280029
2011-11-29,1856.52002
2011-11-30,1847.51001
2011-12-01,1916.180054
2011-12-02,1916.040039
2011-12-05,1922.900024
2011-12-06,1902.819946
2011-12-07,1919.420044
2011-12-08,1912.390015
2011-12-09,1874.75
2011-12-12,1899.76001
2011-12-13,1864.060059
2011-12-14,1857.75
2011-12-15,1819.109985
2011-12-16,1839.959961
2011-12-19,1776.930054
2011-12-20,1793.060059
2011-12-21,1848.410034
2011-12-22,1847.48999
2011-12-23,1867.219971
2011-12-26,1856.699951
2011-12-27,1842.02002
2011-12-28,1825.119995
2011-12-29,1825.73999
2012-01-02,1826.369995
2012-01-03,1875.410034
2012-01-04,1866.219971
2012-01-05,1863.73999
2012-01-06,1843.140015
2012-01-09,1826.48999
2012-01-10,1853.219971
2012-01-11,1845.550049
2012-01-12,1864.569946
2012-01-13,1875.680054
2012-01-16,1859.27002
2012-01-17,1892.73999
2012-01-18,1892.390015
2012-01-19,1914.969971
2012-01-20,1949.890015
2012-01-25,1952.22998
2012-01-26,1957.180054
2012-01-27,1964.829956
2012-01-30,1940.550049
2012-01-31,1955.790039
2012-02-01,1959.23999
2012-02-02,1984.300049
2012-02-03,1972.339966
2012-02-06,1973.130005
2012-02-07,1981.589966
2012-02-08,2003.72998
2012-02-09,2014.619995
2012-02-10,1993.709961
2012-02-13,2005.73999
2012-02-14,2002.640015
2012-02-15,2025.319946
2012-02-16,1997.449951
2012-02-17,2023.469971
2012-02-20,2024.900024
2012-02-21,2024.23999
2012-02-22,2028.650024
2012-02-23,2007.800049
2012-02-24,2019.890015
2012-02-27,1991.160034
2012-02-28,2003.689941
2012-02-29,2030.25
2012-03-02,2034.630005
2012-03-05,2016.060059
2012-03-06,2000.359985
2012-03-07,1982.150024
2012-03-08,2000.76001
2012-03-09,2018.300049
2012-03-12,2002.5
2012-03-13,2025.040039
2012-03-14,2045.079956
2012-03-15,2043.76001
2012-03-16,2034.439941
2012-03-19,2047
2012-03-20,2042.150024
2012-03-21,2027.22998
2012-03-22,2026.119995
2012-03-23,2026.829956
2012-03-26,2019.189941
2012-03-27,2039.76001
2012-03-28,2031.73999
2012-03-29,2014.410034
2012-03-30,2014.040039
2012-04-02,2029.290039
2012-04-03,2049.280029
2012-04-04,2018.609985
2012-04-05,2028.77002
2012-04-06,2029.030029
2012-04-09,1997.079956
2012-04-10,1994.410034
2012-04-12,1986.630005
2012-04-13,2008.910034
2012-04-16,1992.630005
2012-04-17,1985.300049
2012-04-18,2004.530029
2012-04-19,1999.859985
2012-04-20,1974.650024
2012-04-23,1972.630005
2012-04-24,1963.420044
2012-04-25,1961.97998
2012-04-26,1964.040039
2012-04-27,1975.349976
2012-04-30,1981.98999
2012-05-02,1999.069946
2012-05-03,1995.109985
2012-05-04,1989.150024
2012-05-07,1956.439941
2012-05-08,1967.01001
2012-05-09,1950.290039
2012-05-10,1944.930054
2012-05-11,1917.130005
2012-05-14,1913.72998
2012-05-15,1898.959961
2012-05-16,1840.530029
2012-05-17,1845.23999
2012-05-18,1782.459961
2012-05-21,1799.130005
2012-05-22,1828.689941
2012-05-23,1808.619995
2012-05-24,1814.469971
2012-05-25,1824.170044
2012-05-29,1849.910034
2012-05-30,1844.859985
2012-05-31,1843.469971
2012-06-01,1834.51001
2012-06-04,1783.130005
2012-06-05,1801.849976
2012-06-07,1847.949951
2012-06-08,1835.640015
2012-06-11,1867.040039
2012-06-12,1854.73999
2012-06-13,1859.319946
2012-06-14,1871.47998
2012-06-15,1858.160034
2012-06-18,1891.709961
2012-06-19,1891.77002
2012-06-20,1904.119995
2012-06-21,1889.150024
2012-06-22,1847.390015
2012-06-25,1825.380005
2012-06-26,1817.810059
2012-06-27,1817.650024
2012-06-28,1819.180054
2012-06-29,1854.01001
2012-07-02,1851.650024
2012-07-03,1867.819946
2012-07-04,1874.449951
2012-07-05,1875.48999
2012-07-06,1858.199951
2012-07-09,1836.130005
2012-07-10,1829.449951
2012-07-11,1826.390015
2012-07-12,1785.390015
2012-07-13,1812.890015
2012-07-16,1817.790039
2012-07-17,1821.959961
2012-07-18,1794.910034
2012-07-19,1822.959961
2012-07-20,1822.930054
2012-07-23,1789.439941
2012-07-24,1793.930054
2012-07-25,1769.310059
2012-07-26,1782.469971
2012-07-27,1829.160034
2012-07-30,1843.790039
2012-07-31,1881.98999
2012-08-01,1879.930054
2012-08-02,1869.400024
2012-08-03,1848.680054
2012-08-06,1885.880005
2012-08-07,1886.800049
2012-08-08,1903.22998
2012-08-09,1940.589966
2012-08-10,1946.400024
2012-08-13,1932.439941
2012-08-14,1956.959961
2012-08-16,1957.910034
2012-08-17,1946.540039
2012-08-20,1946.310059
2012-08-21,1943.219971
2012-08-22,1935.189941
2012-08-23,1942.540039
2012-08-24,1919.810059
2012-08-27,1917.869995
2012-08-28,1916.329956
2012-08-29,1928.540039
2012-08-30,1906.380005
2012-08-31,1905.119995
2012-09-03,1912.709961
2012-09-04,1907.130005
2012-09-05,1874.030029
2012-09-06,1881.23999
2012-09-07,1929.579956
2012-09-10,1924.699951
2012-09-11,1920
2012-09-12,1950.030029
2012-09-13,1950.689941
2012-09-14,2007.579956
2012-09-17,2002.349976
2012-09-18,2004.959961
2012-09-19,2007.880005
2012-09-20,1990.329956
2012-09-21,2002.369995
2012-09-24,2003.439941
2012-09-25,1991.410034
2012-09-26,1980.439941
2012-09-27,1988.699951
2012-09-28,1996.209961
2012-10-02,1996.030029
2012-10-04,1992.680054
2012-10-05,1995.170044
2012-10-08,1981.890015
2012-10-09,1979.040039
2012-10-10,1948.219971
2012-10-11,1933.089966
2012-10-12,1933.26001
2012-10-15,1925.589966
2012-10-16,1941.540039
2012-10-17,1955.150024
2012-10-18,1959.119995
2012-10-19,1943.839966
2012-10-22,1941.589966
2012-10-23,1926.810059
2012-10-24,1913.959961
2012-10-25,1924.5
2012-10-26,1891.430054
2012-10-29,1891.52002
2012-10-30,1899.579956
2012-10-31,1912.060059
2012-11-01,1898.439941
2012-11-02,1918.719971
2012-11-05,1908.219971
2012-11-06,1928.170044
2012-11-07,1937.550049
2012-11-08,1914.410034
2012-11-09,1904.410034
2012-11-12,1900.869995
2012-11-13,1889.699951
2012-11-14,1894.040039
2012-11-15,1870.719971
2012-11-16,1860.829956
2012-11-19,1878.099976
2012-11-20,1890.180054
2012-11-21,1884.040039
2012-11-22,1899.5
2012-11-23,1911.329956
2012-11-26,1908.51001
2012-11-27,1925.199951
2012-11-28,1912.780029
2012-11-29,1934.849976
2012-11-30,1932.900024
2012-12-03,1940.02002
2012-12-04,1935.180054
2012-12-05,1947.040039
2012-12-06,1949.619995
2012-12-07,1957.449951
2012-12-10,1957.420044
2012-12-11,1964.619995
2012-12-12,1975.439941
2012-12-13,2002.77002
2012-12-14,1995.040039
2012-12-17,1983.069946
2012-12-18,1993.089966
2012-12-20,1999.5
2012-12-21,1980.420044
2012-12-24,1981.819946
2012-12-26,1982.25
2012-12-27,1987.349976
2012-12-28,1997.050049
2013-01-02,2031.099976
2013-01-03,2019.410034
2013-01-04,2011.939941
2013-01-07,2011.25
2013-01-08,1997.939941
2013-01-09,1991.810059
2013-01-10,2006.800049
2013-01-11,1996.670044
2013-01-14,2007.040039
2013-01-15,1983.73999
2013-01-16,1977.449951
2013-01-17,1974.27002
2013-01-18,1987.849976
2013-01-21,1986.859985
2013-01-22,1996.52002
2013-01-23,1980.410034
2013-01-24,1964.47998
2013-01-25,1946.689941
2013-01-28,1939.709961
2013-01-29,1955.959961
2013-01-30,1964.430054
2013-01-31,1961.939941
2013-02-01,1957.790039
2013-02-04,1953.209961
2013-02-05,1938.180054
2013-02-06,1936.189941
2013-02-07,1931.77002
2013-02-08,1950.900024
2013-02-12,1945.790039
2013-02-13,1976.069946
2013-02-14,1979.609985
2013-02-15,1981.180054
2013-02-18,1981.910034
2013-02-19,1985.829956
2013-02-20,2024.640015
2013-02-21,2015.219971
2013-02-22,2018.890015
2013-02-25,2009.52002
2013-02-26,2000.01001
2013-02-27,2004.040039
2013-02-28,2026.48999
2013-03-04,2013.150024
2013-03-05,2016.609985
2013-03-06,2020.73999
2013-03-07,2004.400024
2013-03-08,2006.01001
2013-03-11,2003.349976
2013-03-12,1993.339966
2013-03-13,1999.72998
2013-03-14,2002.130005
2013-03-15,1986.5
2013-03-18,1968.180054
2013-03-19,1978.560059
2013-03-20,1959.410034
2013-03-21,1950.819946
2013-03-22,1948.709961
2013-03-25,1977.670044
2013-03-26,1983.699951
2013-03-27,1993.439941
2013-03-28,1993.52002
2013-03-29,2004.890015
2013-04-01,1995.98999
2013-04-02,1986.150024
2013-04-03,1983.219971
2013-04-04,1959.449951
2013-04-05,1927.22998
2013-04-08,1918.689941
2013-04-09,1920.73999
2013-04-10,1935.579956
2013-04-11,1949.800049
2013-04-12,1924.22998
2013-04-15,1920.449951
2013-04-16,1922.209961
2013-04-17,1923.839966
2013-04-18,1900.060059
2013-04-19,1906.75
2013-04-22,1926.310059
2013-04-23,1918.630005
2013-04-24,1935.310059
2013-04-25,1951.599976
2013-04-26,1944.560059
2013-04-29,1940.699951
2013-04-30,1963.949951
2013-05-02,1957.209961
2013-05-03,1965.709961
2013-05-06,1961.47998
2013-05-07,1954.349976
2013-05-08,1956.449951
2013-05-09,1979.449951
2013-05-10,1944.75
2013-05-13,1948.699951
2013-05-14,1968.829956
2013-05-15,1971.26001
2013-05-16,1986.810059
2013-05-20,1982.430054
2013-05-21,1981.089966
2013-05-22,1993.829956
2013-05-23,1969.189941
2013-05-24,1973.449951
2013-05-27,1979.969971
2013-05-28,1986.219971
2013-05-29,2001.199951
2013-05-30,2000.099976
2013-05-31,2001.050049
2013-06-03,1989.569946
2013-06-04,1989.51001
2013-06-05,1959.189941
2013-06-07,1923.849976
2013-06-10,1932.699951
2013-06-11,1920.680054
2013-06-12,1909.910034
2013-06-13,1882.72998
2013-06-14,1889.23999
2013-06-17,1883.099976
2013-06-18,1900.619995
2013-06-19,1888.310059
2013-06-20,1850.48999
2013-06-21,1822.829956
2013-06-24,1799.01001
2013-06-25,1780.630005
2013-06-26,1783.449951
2013-06-27,1834.699951
2013-06-28,1863.319946
2013-07-01,1855.72998
2013-07-02,1855.02002
2013-07-03,1824.660034
2013-07-04,1839.140015
2013-07-05,1833.310059
2013-07-08,1816.849976
2013-07-09,1830.349976
2013-07-10,1824.160034
2013-07-11,1877.599976
2013-07-12,1869.97998
2013-07-15,1875.160034
2013-07-16,1866.359985
2013-07-17,1887.48999
2013-07-18,1875.47998
2013-07-19,1871.410034
2013-07-22,1880.349976
2013-07-23,1904.150024
2013-07-24,1912.079956
2013-07-25,1909.609985
2013-07-26,1910.810059
2013-07-29,1899.890015
2013-07-30,1917.050049
2013-07-31,1914.030029
2013-08-01,1920.73999
2013-08-02,1923.380005
2013-08-05,1916.219971
2013-08-06,1906.619995
2013-08-07,1878.329956
2013-08-08,1883.969971
2013-08-09,1880.709961
2013-08-12,1884.829956
2013-08-13,1913.030029
2013-08-14,1923.910034
2013-08-16,1920.109985
2013-08-19,1917.640015
2013-08-20,1887.849976
2013-08-21,1867.459961
2013-08-22,1849.119995
2013-08-23,1870.160034
2013-08-26,1887.859985
2013-08-27,1885.839966
2013-08-28,1884.52002
2013-08-29,1907.540039
2013-08-30,1926.359985
2013-09-02,1924.810059
2013-09-03,1933.73999
2013-09-04,1933.030029
2013-09-05,1951.650024
2013-09-06,1955.310059
2013-09-09,1974.670044
2013-09-10,1994.060059
2013-09-11,2003.849976
2013-09-12,2004.060059
2013-09-13,1994.319946
2013-09-16,2013.369995
2013-09-17,2005.579956
2013-09-23,2009.410034
2013-09-24,2007.099976
2013-09-25,1998.060059
2013-09-26,2007.319946
2013-09-27,2011.800049
2013-09-30,1996.959961
2013-10-01,1998.869995
2013-10-02,1999.469971
2013-10-04,1996.97998
2013-10-07,1994.420044
2013-10-08,2002.76001
2013-10-10,2001.400024
2013-10-11,2024.900024
2013-10-14,2020.27002
2013-10-15,2040.959961
2013-10-16,2034.609985
2013-10-17,2040.609985
2013-10-18,2052.399902
2013-10-21,2053.01001
2013-10-22,2056.120117
2013-10-23,2035.75
2013-10-24,2046.689941
2013-10-25,2034.390015
2013-10-28,2048.139893
2013-10-29,2051.76001
2013-10-30,2059.580078
2013-10-31,2030.089966
2013-11-01,2039.420044
2013-11-04,2025.170044
2013-11-05,2013.930054
2013-11-06,2013.670044
2013-11-07,2004.040039
2013-11-08,1984.869995
2013-11-11,1977.300049
2013-11-12,1995.47998
2013-11-13,1963.560059
2013-11-14,1967.560059
2013-11-15,2005.640015
2013-11-18,2010.810059
2013-11-19,2031.640015
2013-11-20,2017.23999
2013-11-21,1993.780029
2013-11-22,2006.22998
2013-11-25,2015.97998
2013-11-26,2022.640015
2013-11-27,2028.810059
2013-11-28,2045.77002
2013-11-29,2044.869995
2013-12-02,2030.780029
2013-12-03,2009.359985
2013-12-04,1986.800049
2013-12-05,1984.77002
2013-12-06,1980.410034
2013-12-09,2000.380005
2013-12-10,1993.449951
2013-12-11,1977.969971
2013-12-12,1967.930054
2013-12-13,1962.910034
2013-12-16,1961.150024
2013-12-17,1965.73999
2013-12-18,1974.630005
2013-12-19,1975.650024
2013-12-20,1983.349976
2013-12-23,1996.890015
2013-12-24,2001.589966
2013-12-26,1999.300049
2013-12-27,2002.280029
2013-12-30,2011.339966
2014-01-02,1967.189941
2014-01-03,1946.140015
2014-01-06,1953.280029
2014-01-07,1959.439941
2014-01-08,1958.959961
2014-01-09,1946.109985
2014-01-10,1938.540039
2014-01-13,1948.920044
2014-01-14,1946.069946
2014-01-15,1953.280029
2014-01-16,1957.319946
2014-01-17,1944.47998
2014-01-20,1953.780029
2014-01-21,1963.890015
2014-01-22,1970.420044
2014-01-23,1947.589966
2014-01-24,1940.560059
2014-01-27,1910.339966
2014-01-28,1916.930054
2014-01-29,1941.150024
2014-02-03,1919.959961
2014-02-04,1886.849976
2014-02-05,1891.319946
2014-02-06,1907.890015
2014-02-07,1922.5
2014-02-10,1923.300049
2014-02-11,1932.060059
2014-02-12,1935.839966
2014-02-13,1926.959961
2014-02-14,1940.280029
2014-02-17,1946.359985
2014-02-18,1946.910034
2014-02-19,1942.930054
2014-02-20,1930.569946
2014-02-21,1957.829956
2014-02-24,1949.050049
2014-02-25,1964.859985
2014-02-26,1970.77002
2014-02-27,1978.430054
2014-02-28,1979.98999
2014-03-03,1964.689941
2014-03-04,1954.109985
2014-03-05,1971.23999
2014-03-06,1975.619995
2014-03-07,1974.680054
2014-03-10,1954.420044
2014-03-11,1963.869995
2014-03-12,1932.540039
2014-03-13,1934.380005
2014-03-14,1919.900024
2014-03-17,1927.530029
2014-03-18,1940.209961
2014-03-19,1937.680054
2014-03-20,1919.52002
2014-03-21,1934.939941
2014-03-24,1945.550049
2014-03-25,1941.25
2014-03-26,1964.310059
2014-03-27,1977.969971
2014-03-28,1981
2014-03-31,1985.609985
2014-04-01,1991.97998
2014-04-02,1997.25
2014-04-03,1993.699951
2014-04-04,1988.089966
2014-04-07,1989.699951
2014-04-08,1993.030029
2014-04-09,1998.949951
2014-04-10,2008.609985
2014-04-11,1997.439941
2014-04-14,1997.02002
2014-04-15,1992.27002
2014-04-16,1992.209961
2014-04-17,1992.050049
2014-04-18,2004.280029
2014-04-21,1999.219971
2014-04-22,2004.219971
2014-04-23,2000.369995
2014-04-24,1998.339966
2014-04-25,1971.660034
2014-04-28,1969.26001
2014-04-29,1964.77002
2014-04-30,1961.790039
2014-05-02,1959.439941
2014-05-07,1939.880005
2014-05-08,1950.599976
2014-05-09,1956.550049
2014-05-12,1964.939941
2014-05-13,1982.930054
2014-05-14,2010.829956
2014-05-15,2010.199951
2014-05-16,2013.439941
2014-05-19,2015.140015
2014-05-20,2011.26001
2014-05-21,2008.329956
2014-05-22,2015.589966
2014-05-23,2017.170044
2014-05-26,2010.349976
2014-05-27,1997.630005
2014-05-28,2017.060059
2014-05-29,2012.26001
2014-05-30,1994.959961
2014-06-02,2002
2014-06-03,2008.560059
2014-06-05,1995.47998
2014-06-09,1990.040039
2014-06-10,2011.800049
2014-06-11,2014.670044
2014-06-12,2011.650024
2014-06-13,1990.849976
2014-06-16,1993.589966
2014-06-17,2001.550049
2014-06-18,1989.48999
2014-06-19,1992.030029
2014-06-20,1968.069946
2014-06-23,1974.920044
2014-06-24,1994.349976
2014-06-25,1981.77002
2014-06-26,1995.050049
2014-06-27,1988.51001
2014-06-30,2002.209961
2014-07-01,1999
2014-07-02,2015.280029
2014-07-03,2010.969971
2014-07-04,2009.660034
2014-07-07,2005.119995
2014-07-08,2006.660034
2014-07-09,2000.5
2014-07-10,2002.839966
2014-07-11,1988.73999
2014-07-14,1993.880005
2014-07-15,2012.719971
2014-07-16,2013.47998
2014-07-17,2020.900024
2014-07-18,2019.420044
2014-07-21,2018.5
2014-07-22,2028.930054
2014-07-23,2028.319946
2014-07-24,2026.619995
2014-07-25,2033.849976
2014-07-28,2048.810059
2014-07-29,2061.969971
2014-07-30,2082.610107
2014-07-31,2076.120117
2014-08-01,2073.100098
2014-08-04,2080.419922
2014-08-05,2066.26001
2014-08-06,2060.72998
2014-08-07,2054.51001
2014-08-08,2031.099976
2014-08-11,2039.369995
2014-08-12,2041.469971
2014-08-13,2062.360107
2014-08-14,2063.219971
2014-08-18,2053.129883
2014-08-19,2071.139893
2014-08-20,2072.780029
2014-08-21,2044.209961
2014-08-22,2056.699951
2014-08-25,2060.889893
2014-08-26,2068.050049
2014-08-27,2074.929932
2014-08-28,2075.76001
2014-08-29,2068.540039
2014-09-01,2067.860107
2014-09-02,2051.580078
2014-09-03,2051.199951
2014-09-04,2056.26001
2014-09-05,2049.409912
2014-09-11,2034.160034
2014-09-12,2041.859985
2014-09-15,2035.819946
2014-09-16,2042.920044
2014-09-17,2062.610107
2014-09-18,2047.73999
2014-09-19,2053.820068
2014-09-22,2039.27002
2014-09-23,2028.910034
2014-09-24,2035.640015
2014-09-25,2034.109985
2014-09-26,2031.640015
2014-09-29,2026.599976
2014-09-30,2020.089966
2014-10-01,1991.540039
2014-10-02,1976.160034
2014-10-06,1968.390015
2014-10-07,1972.910034
2014-10-08,1965.25
2014-10-10,1940.920044
2014-10-13,1927.209961
2014-10-14,1929.25
2014-10-15,1925.910034
2014-10-16,1918.829956
2014-10-17,1900.660034
2014-10-20,1930.060059
2014-10-21,1915.280029
2014-10-22,1936.969971
2014-10-23,1931.650024
2014-10-24,1925.689941
2014-10-27,1931.969971
2014-10-28,1925.680054
2014-10-29,1961.170044
2014-10-30,1958.930054
2014-10-31,1964.430054
2014-11-03,1952.969971
2014-11-04,1935.189941
2014-11-05,1931.430054
2014-11-06,1936.47998
2014-11-07,1939.869995
2014-11-10,1958.22998
2014-11-11,1963
2014-11-12,1967.27002
2014-11-13,1960.51001
2014-11-14,1945.140015
2014-11-17,1943.630005
2014-11-18,1967.01001
2014-11-19,1966.869995
2014-11-20,1958.040039
2014-11-21,1964.839966
2014-11-24,1978.540039
2014-11-25,1980.209961
2014-11-26,1980.839966
2014-11-27,1982.089966
2014-11-28,1980.780029
2014-12-01,1965.219971
2014-12-02,1965.829956
2014-12-03,1969.910034
2014-12-04,1986.609985
2014-12-05,1986.619995
2014-12-08,1978.949951
2014-12-09,1970.949951
2014-12-10,1945.560059
2014-12-11,1916.589966
2014-12-12,1921.709961
2014-12-15,1920.359985
2014-12-16,1904.130005
2014-12-17,1900.160034
2014-12-18,1897.5
2014-12-19,1929.97998
2014-12-22,1943.119995
2014-12-23,1939.02002
2014-12-24,1946.609985
2014-12-26,1948.160034
2014-12-29,1927.859985
2014-12-30,1915.589966
2014-12-31,1915.589966
2015-01-02,1926.439941
2015-01-05,1915.75
2015-01-06,1882.449951
2015-01-07,1883.829956
2015-01-08,1904.650024
2015-01-09,1924.699951
2015-01-12,1920.949951
2015-01-13,1917.140015
2015-01-14,1913.660034
2015-01-15,1914.140015
2015-01-16,1888.130005
2015-01-19,1902.619995
2015-01-20,1918.310059
2015-01-21,1921.22998
2015-01-22,1920.819946
2015-01-23,1936.089966
2015-01-26,1935.680054
2015-01-27,1952.400024
2015-01-28,1961.579956
2015-01-29,1951.02002
2015-01-30,1949.26001
2015-02-02,1952.680054
2015-02-03,1951.959961
2015-02-04,1962.790039
2015-02-05,1952.839966
2015-02-06,1955.52002
2015-02-09,1947
2015-02-10,1935.859985
2015-02-11,1945.699951
2015-02-12,1941.630005
2015-02-13,1957.5
2015-02-16,1958.22998
2015-02-17,1961.449951
2015-02-18,1961.449951
2015-02-20,1961.449951
2015-02-23,1968.390015
2015-02-24,1976.119995
2015-02-25,1990.469971
2015-02-26,1993.079956
2015-02-27,1985.800049
2015-03-02,1996.810059
2015-03-03,2001.380005
2015-03-04,1998.290039
2015-03-05,1998.380005
2015-03-06,2012.939941
2015-03-09,1992.819946
2015-03-10,1984.77002
2015-03-11,1980.829956
2015-03-12,1970.589966
2015-03-13,1985.790039
2015-03-16,1987.329956
2015-03-17,2029.910034
2015-03-18,2028.449951
2015-03-19,2037.890015
2015-03-20,2037.23999
2015-03-23,2036.589966
2015-03-24,2041.369995
2015-03-25,2042.810059
2015-03-26,2022.560059
2015-03-27,2019.800049
2015-03-30,2030.040039
2015-03-31,2041.030029
2015-04-01,2028.449951
2015-04-02,2029.069946
2015-04-03,2045.420044
2015-04-06,2046.430054
2015-04-07,2047.030029
2015-04-08,2059.26001
2015-04-09,2058.870117
2015-04-10,2087.76001
2015-04-13,2098.919922
2015-04-14,2111.719971
2015-04-15,2119.959961
2015-04-16,2139.899902
2015-04-17,2143.5
2015-04-20,2146.709961
2015-04-21,2144.790039
2015-04-22,2143.889893
2015-04-23,2173.409912
2015-04-24,2159.800049
2015-04-27,2157.540039
2015-04-28,2147.669922
2015-04-29,2142.629883
2015-04-30,2127.169922
2015-05-01,2127.169922
2015-05-04,2132.22998
2015-05-06,2104.580078
2015-05-07,2091
2015-05-08,2085.52002
2015-05-11,2097.379883
2015-05-12,2096.77002
2015-05-13,2114.159912
2015-05-14,2120.330078
2015-05-15,2106.5
2015-05-18,2113.719971
2015-05-19,2120.850098
2015-05-20,2139.540039
2015-05-21,2122.810059
2015-05-22,2146.100098
2015-05-26,2143.5
2015-05-27,2107.5
2015-05-28,2110.889893
2015-05-29,2114.800049
2015-06-01,2102.370117
2015-06-02,2078.639893
2015-06-03,2063.159912
2015-06-04,2072.860107
2015-06-05,2068.100098
2015-06-08,2065.189941
2015-06-09,2064.030029
2015-06-10,2051.320068
2015-06-11,2056.610107
2015-06-12,2052.169922
2015-06-15,2042.319946
2015-06-16,2028.719971
2015-06-17,2034.859985
2015-06-18,2041.880005
2015-06-19,2046.959961
2015-06-22,2055.159912
2015-06-23,2081.199951
2015-06-24,2085.530029
2015-06-25,2085.060059
2015-06-26,2090.26001
2015-06-29,2060.48999
2015-06-30,2074.199951
2015-07-01,2097.889893
2015-07-02,2107.330078
2015-07-03,2104.409912
2015-07-06,2053.929932
2015-07-07,2040.290039
2015-07-08,2016.209961
2015-07-09,2027.810059
2015-07-10,2031.170044
2015-07-13,2061.52002
2015-07-14,2059.22998
2015-07-15,2072.909912
2015-07-16,2087.889893
2015-07-17,2076.790039
2015-07-20,2073.310059
2015-07-21,2083.620117
2015-07-22,2064.72998
2015-07-23,2065.070068
2015-07-24,2045.959961
2015-07-27,2038.810059
2015-07-28,2039.099976
2015-07-29,2037.619995
2015-07-30,2019.030029
2015-07-31,2030.160034
2015-08-03,2008.48999
2015-08-04,2027.98999
2015-08-05,2029.76001
2015-08-06,2013.290039
2015-08-07,2010.22998
2015-08-10,2003.170044
